fid,species,qr_code_id,tree_image,comment,odk_KEY,x_32632,y_32632,diameter_m,tls_treeheight,plot_id,tree_id,full_id,elevation
13,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_39,1732622369987.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[13],416710.610366837,5346609.51023125,0.108225361302489,30.11716749,16,39,16_39,525.135314941406
14,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_40,1732622454043.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[14],416708.98986594,5346611.36570594,0.130507053335354,28.9544626,16,40,16_40,524.967651367188
15,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_41,1732622573550.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[15],416707.818070384,5346612.32200088,0.066845076098596,28.51875534,16,41,16_41,525.056335449219
16,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_42,1732622672198.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[16],416712.025681261,5346615.28253499,0.143239448782706,31.00837691,16,42,16_42,524.988464355469
17,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_43,1732622746416.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[17],416714.833950391,5346614.36868784,0.528394411065093,31.15074948,16,43,16_43,525.181701660156
18,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_44,1732622790251.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[18],416715.636372824,5346614.00595958,0.0732112738222719,30.39648236,16,44,16_44,525.107788085938
19,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_45,1732622855122.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[19],416714.460812918,5346618.94533248,0.140056349920868,31.55334467,16,45,16_45,524.962158203125
20,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_46,1732622919954.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[20],416716.330079025,5346619.52766282,0.140056349920868,31.55334467,16,46,16_46,524.987915039062
21,Spruce,https://dt.unr.uni-freiburg.de/ecosense/16_47,1732623030784.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[21],416714.456909197,5346622.18078944,0.512478916755903,31.45219999,16,47,16_47,524.929809570312
22,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_48,1732623094875.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[22],416713.58891433,5346625.77568874,0.420169049762604,30.25679334,16,48,16_48,524.823669433594
23,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_49,1732623196387.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[23],416718.516824781,5346630.8044617,0.490197224723038,29.3191269,16,49,16_49,524.824890136719
24,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_50,1732623264660.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[24],416724.646140171,5346623.92618426,0.480647928137524,30.58448371,16,50,16_50,525.115539550781
25,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_51,1732623385853.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[25],416728.016845808,5346626.63623613,0.0572957795130823,,16,51,16_51,524.949645996094
26,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_52,1732623472088.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[26],416730.908679543,5346622.55839948,0.518845114479579,,16,52,16_52,525.141540527344
27,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_53,1732623525217.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[27],416728.678165628,5346618.46858927,0.0891267681314614,31.60051804,16,53,16_53,525.040344238281
28,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_54,1732623593363.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[28],416727.406988693,5346616.52740813,0.445633840657307,31.414231,16,54,16_54,525.138122558594
29,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_55,1732623663006.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[29],416724.023482953,5346620.64440749,0.499746521308551,30.56820968,16,55,16_55,525.11767578125
30,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_56,1732623753176.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[30],416726.30380344,5346613.16258681,0.175070437401085,,16,56,16_56,525.042602539062
31,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_57,1732623818229.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[31],416720.445883841,5346612.17673331,0.461549334966496,30.47470286,16,57,16_57,525.178100585938
32,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_58,1732623885283.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[32],416719.171068205,5346608.20259943,0.105042262440651,,16,58,16_58,525.152648925781
33,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_59,1732623958005.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[33],416724.628217509,5346605.61562245,0.359690171387683,30.85010582,16,59,16_59,525.202392578125
34,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_60,1732624099653.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[34],416722.325773016,5346603.43315841,0.101859163578813,28.76980471,16,60,16_60,525.285217285156
35,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_61,1732624153328.jpg,"
Code tag destroyed",uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[35],416723.124130642,5346601.94036302,0.442450741795469,30.86916784,16,61,16_61,525.363525390625
36,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_62,1732624307818.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[36],416720.037662877,5346598.56561091,0.378788764558711,28.6678058,16,62,16_62,525.299499511719
37,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_63,1732624393081.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[37],416716.976139981,5346604.68749884,0.375605665696873,30.37476934,16,63,16_63,525.254211425781
38,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_64,1732624445054.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[38],416715.762446863,5346603.65573221,0.0859436692696235,,16,64,16_64,525.248657226562
39,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_65,1732624510500.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[39],416713.771208815,5346601.87877157,0.464732433828334,30.73619133,16,65,16_65,525.349182128906
40,Beech,https://dt.unr.uni-freiburg.de/ecosense/16_66,1732624578524.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[40],416713.697895059,5346605.61938294,0.0986760647169751,,16,66,16_66,525.177429199219
41,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_9,1732627228411.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[41],416733.688567673,5346740.56599574,0.149605646506382,,8,9,8_9,520.448669433594
42,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_10,1732627301228.jpg,Tag destroyed,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[42],416733.511728628,5346742.73162313,0.15278874536822,,8,10,8_10,520.427551269531
43,Douglas Fir,https://dt.unr.uni-freiburg.de/ecosense/8_11,1732627454366.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[43],416734.359666544,5346744.28547696,0.397887357729738,,8,11,8_11,520.543212890625
44,Douglas Fir,https://dt.unr.uni-freiburg.de/ecosense/8_12,1732627570808.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[44],416735.665460469,5346745.99338853,0.130507053335354,,8,12,8_12,520.385314941406
45,Douglas Fir,https://dt.unr.uni-freiburg.de/ecosense/8_15,1732627753259.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[45],416739.17463228,5346746.65375642,0.544309905374282,,8,15,8_15,520.677062988281
46,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_16,1732627829838.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[46],416741.364568524,5346744.42893538,0.210084524881302,,8,16,8_16,520.599853515625
47,Douglas Fir,https://dt.unr.uni-freiburg.de/ecosense/8_27,1732628005341.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[47],416744.575059311,5346743.38897163,0.439267642933631,,8,27,8_27,520.770812988281
48,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_26,1732628119421.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[48],416748.332330908,5346742.77791447,0.35014087480217,,8,26,8_26,520.908935546875
49,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_24,1732628213224.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[49],416750.985122606,5346745.79288227,0.127323954473516,,8,24,8_24,520.62548828125
50,Douglas Fir,https://dt.unr.uni-freiburg.de/ecosense/8_23,1732628282949.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[50],416752.967953518,5346746.09019684,0.346957775940332,,8,23,8_23,520.72216796875
51,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_22,1732628397379.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[51],416755.026782719,5346746.66236312,0.15278874536822,,8,22,8_22,520.671020507812
52,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_21,1732628490405.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[52],416753.668487283,5346748.2387109,0.0986760647169751,25.95665525,8,21,8_21,520.538330078125
53,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_25,1732628643932.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[53],416753.989786504,5346741.01310443,0.381971863420549,28.98464632,8,25,8_25,520.882690429688
54,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_31,1732628729450.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[54],416751.831412912,5346737.14622958,0.12095775674984,25.54116963,8,31,8_31,521.138122558594
55,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_29,1732628815770.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[55],416748.175762414,5346736.59545574,0.28966199642725,24.1417939,8,29,8_29,521.263061523438
56,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_33,1732629007002.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[56],416744.661277852,5346730.65449597,0.68436625529515,31.94277999,8,33,8_33,521.560424804688
57,Silver Fir,https://dt.unr.uni-freiburg.de/ecosense/8_34,1732629081126.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[57],416743.864881697,5346728.07690732,0.0954929658551372,,8,34,8_34,521.503845214844
58,Douglas Fir,https://dt.unr.uni-freiburg.de/ecosense/8_35,1732629207380.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[58],416734.839298436,5346734.07101144,0.557042300821634,,8,35,8_35,521.120422363281
59,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_36,1732629317204.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[59],416727.42745235,5346734.14022782,0.429718346348117,28.1978109,8,36,8_36,520.865783691406
60,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_37,1732629441809.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[60],416725.901078912,5346733.97322564,0.0954929658551372,27.15529942,8,37,8_37,520.596435546875
61,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_38,1732629515486.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[61],416723.896600968,5346736.46539441,0.41061975317709,,8,38,8_38,520.567626953125
62,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_39,1732629600226.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[62],416723.814160261,5346734.22824853,0.105042262440651,27.20087561,8,39,8_39,520.575317382812
63,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_40,1732629659562.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[63],416724.30899237,5346732.48587641,0.0923098669932993,,8,40,8_40,520.541809082031
64,Beech,https://dt.unr.uni-freiburg.de/ecosense/8_41,1732629712594.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[64],416725.182670804,5346731.0444987,0.305577490736439,,8,41,8_41,520.805114746094
65,Douglas Fir,https://dt.unr.uni-freiburg.de/ecosense/8_32,1732629845501.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[65],416749.868318334,5346725.96574781,0.525211312203255,,8,32,8_32,521.832275390625
66,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_1,1732630430477.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[66],416673.393605264,5346644.86069575,0.162338041953733,,15,1,15_1,521.774291992188
67,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_2,1732630480399.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[67],416674.318204182,5346643.37417817,0.114591559026165,27.98280628,15,2,15_2,521.941955566406
68,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_3,1732630547251.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[68],416671.756078577,5346642.96143064,0.388338061144225,28.11696406,15,3,15_3,521.723266601562
69,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_4,1732630613096.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[69],416675.969704123,5346643.4150587,0.066845076098596,27.52509343,15,4,15_4,522.020935058594
70,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_5,1732630670536.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[70],416676.990170117,5346643.32484332,0.175070437401085,25.95307213,15,5,15_5,522.141174316406
71,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_6,1732630732638.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[71],416679.210200103,5346643.07367698,0.388338061144225,27.54687932,15,6,15_6,522.406311035156
72,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_7,1732630814631.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[72],416674.891903091,5346640.2800069,0.0891267681314614,25.85967564,15,7,15_7,522.10498046875
73,Oak,https://dt.unr.uni-freiburg.de/ecosense/15_8,1732630937221.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[73],416673.759321837,5346635.40801375,0.439267642933631,27.41799273,15,8,15_8,522.316528320312
74,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_9,1732631008247.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[74],416673.493968413,5346634.04267797,0.101859163578813,26.62888806,15,9,15_9,522.271423339844
75,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_10,1732631072571.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[75],416671.609977647,5346634.28724686,0.0636619772367581,27.29831613,15,10,15_10,522.0849609375
76,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_11,1732631148634.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[76],416670.491369541,5346635.62358862,0.111408460164327,27.29831613,15,11,15_11,521.974914550781
77,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_12,1732631218687.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[77],416669.60377598,5346630.92865094,0.114591559026165,26.40497501,15,12,15_12,522.137939453125
78,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_13,1732631266317.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[78],416669.952025062,5346629.52541319,0.226000019190491,26.03210026,15,13,15_13,522.247253417969
79,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_14,1732631450429.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[79],416673.760419003,5346631.32330898,0.181436635124761,25.75961549,15,14,15_14,522.429077148438
80,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_15,1732631534301.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[80],416675.452407227,5346630.32836023,0.105042262440651,25.0926546,15,15,15_15,522.657348632812
81,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_16,1732631593500.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[81],416679.31661801,5346634.62934151,0.0923098669932993,26.02694299,15,16,15_16,522.706726074219
82,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_17,1732631656579.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[82],416681.672549385,5346634.87910038,0.42653524748628,27.62952593,15,17,15_17,523.043518066406
83,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_18,1732631722765.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[83],416682.335151639,5346633.03868247,0.105042262440651,25.12928785,15,18,15_18,522.968505859375
84,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_19,1732631787249.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[84],416681.377210818,5346638.81093434,0.0763943726841098,,15,19,15_19,522.652770996094
85,Beech,https://dt.unr.uni-freiburg.de/ecosense/15_20,1732631865414.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[85],416681.882175008,5346641.07569288,0.267380304394384,,15,20,15_20,522.632568359375
86,Beech,https://dt.unr.uni-freiburg.de/ecosense/11_46,1732632147234.jpg,,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[86],416682.605206,5346684.31194338,0.105042262440651,25.66461276,11,46,11_46,520.586853027344
87,Spruce,https://dt.unr.uni-freiburg.de/ecosense/14_1,1729240882507.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[1],416804.418251479,5346688.8151049,0.232366216914167,,14,1,14_1,520.062622070312
88,Spruce,https://dt.unr.uni-freiburg.de/ecosense/14_2,1729241008793.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[2],416799.4043,5346686.171,0.53157750992693,31.38744834,14,2,14_2,520.804260253906
89,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_3,1729241261137.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[3],416795.5757,5346682.424,0.464732433828334,29.7217359,14,3,14_3,521.0703125
90,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_4,1729241400418.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[4],416794.5375,5346683.49,0.159154943091895,30.94858535,14,4,14_4,521.097351074219
91,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_5,1729241582143.jpg,Accuracy is 0.03,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[5],416792.165433835,5346680.38792914,0.0827605704077856,,14,5,14_5,521.332702636719
92,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_6,1729241778335.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[6],416791.3853,5346683.556,0.445633840657307,32.77581475,14,6,14_6,521.482299804688
93,Spruce,https://dt.unr.uni-freiburg.de/ecosense/14_7,1729241937476.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[7],416792.3544,5346690.07,0.522028213341417,31.99008954,14,7,14_7,521.275024414062
94,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_8,1729242031428.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[8],416793.6884,5346693.879,0.130507053335354,29.8839698,14,8,14_8,520.940856933594
95,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_9,1729242157236.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[9],416789.011911052,5346691.27891836,0.0827605704077856,,14,9,14_9,521.369262695312
96,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_10,1729242286724.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[10],416788.8155,5346693.149,0.375605665696873,30.50378805,14,10,14_10,521.380859375
97,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_11,1729242450635.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[11],416785.6527,5346693.881,0.105042262440651,30.95109857,14,11,14_11,521.614379882812
98,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_12,1729242558726.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[12],416783.2579,5346692.105,0.0875352187005424,30.28163816,14,12,14_12,521.84130859375
99,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_13,1729242656708.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[13],416783.1988,5346693.523,0.496563422446713,30.22484441,14,13,14_13,521.985290527344
100,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_14,1729242752555.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[14],416782.7747,5346694.119,0.070028174960434,29.79915751,14,14,14_14,521.946411132812
101,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_15,1729242954731.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[15],416781.0674,5346697.59,0.331042281631142,27.7640622,14,15,14_15,521.973571777344
102,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_16,1729243062482.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[16],416784.1407,5346686.284,0.366056369111359,30.7515084,14,16,14_16,521.910827636719
103,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_17,1729243183401.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[17],416786.3978,5346688.316,0.254647908947033,29.68629409,14,17,14_17,521.622192382812
104,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_18,1729243264164.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[18],416787.832217808,5346684.691668,0.0795774715459477,,14,18,14_18,521.561462402344
105,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_19,1729243385246.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[19],416786.5233,5346680.56,0.0732112738222719,29.03611012,14,19,14_19,521.711364746094
106,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_20,1729243589594.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[20],416785.3661,5346682.18,0.416985950900766,30.44210422,14,20,14_20,521.894409179688
107,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_21,1729243704484.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[21],416782.9444,5346680.155,0.130507053335354,31.23297681,14,21,14_21,522.010070800781
108,Spruce,https://dt.unr.uni-freiburg.de/ecosense/14_22,1729243822387.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[22],416779.9355,5346679.988,0.381971863420549,32.05188591,14,22,14_22,522.376281738281
109,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_23,1729243994434.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[23],416779.5873,5346684.647,0.0859436692696235,29.49153092,14,23,14_23,522.195068359375
110,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_24,1729244096235.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[24],416779.2921,5346674.314,0.226000019190491,31.60910581,14,24,14_24,522.40087890625
111,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_25,1729244251351.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[25],416777.241,5346669.643,0.356507072525846,29.38469775,14,25,14_25,522.637573242188
112,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_26,1729244372407.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[26],416780.7954,5346671.081,0.0859436692696235,29.69262838,14,26,14_26,522.304504394531
113,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_27,1729244464801.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[27],416782.623,5346672.773,0.149605646506382,29.73138912,14,27,14_27,522.123596191406
114,Beech,https://dt.unr.uni-freiburg.de/ecosense/14_28,1729244560543.jpg,,uuid:addabfea-fea6-43c7-b142-2b9bb47aec98/loop[28],416785.2335,5346672.814,0.117774657888003,29.04911886,14,28,14_28,521.903503417969
