---,TimeStamp,Value,Parameter,TimeseriesID
52,"2024-08-04 21:00:00","18.11","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
53,"2024-08-04 21:15:00","18.1","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
54,"2024-08-04 21:30:00","18.03","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
55,"2024-08-04 21:45:00","18.03","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
56,"2024-08-04 22:00:00","18.0","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
57,"2024-08-04 22:15:00","17.99","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
58,"2024-08-04 22:30:00","17.96","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
59,"2024-08-04 22:45:00","17.95","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
60,"2024-08-04 23:00:00","17.92","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
61,"2024-08-04 23:15:00","17.86","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
62,"2024-08-04 23:30:00","17.86","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
63,"2024-08-04 23:45:00","17.85","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
64,"2024-08-05 00:00:00","17.86","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
65,"2024-08-05 00:15:00","17.83","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
66,"2024-08-05 00:30:00","17.82","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
67,"2024-08-05 00:45:00","17.82","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
68,"2024-08-05 01:00:00","17.77","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
69,"2024-08-05 01:15:00","17.77","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
70,"2024-08-05 01:30:00","17.75","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
71,"2024-08-05 01:45:00","17.72","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
72,"2024-08-05 02:00:00","17.7","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
73,"2024-08-05 02:15:00","17.68","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
74,"2024-08-05 02:30:00","17.71","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
75,"2024-08-05 02:45:00","17.7","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
76,"2024-08-05 03:00:00","17.69","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
77,"2024-08-05 03:15:00","17.67","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
78,"2024-08-05 03:30:00","17.64","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
79,"2024-08-05 03:45:00","17.63","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
80,"2024-08-05 04:00:00","17.6","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
81,"2024-08-05 04:15:00","17.57","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
82,"2024-08-05 04:30:00","17.57","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
83,"2024-08-05 04:45:00","17.57","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
84,"2024-08-05 05:00:00","17.59","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
85,"2024-08-05 05:15:00","17.55","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
86,"2024-08-05 05:30:00","17.54","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
87,"2024-08-05 05:45:00","17.55","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
88,"2024-08-05 06:00:00","17.58","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
89,"2024-08-05 06:15:00","17.53","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
90,"2024-08-05 06:30:00","17.53","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
91,"2024-08-05 06:45:00","17.57","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
92,"2024-08-05 07:00:00","17.6","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
93,"2024-08-05 07:15:00","17.59","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
94,"2024-08-05 07:30:00","17.64","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
95,"2024-08-05 07:45:00","17.65","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
96,"2024-08-05 08:00:00","17.62","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
97,"2024-08-05 08:15:00","17.67","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
98,"2024-08-05 08:30:00","17.74","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
99,"2024-08-05 08:45:00","17.75","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
100,"2024-08-05 09:00:00","17.78","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
101,"2024-08-05 09:15:00","17.8","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
102,"2024-08-05 09:30:00","17.82","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
103,"2024-08-05 09:45:00","17.85","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
104,"2024-08-05 10:00:00","17.85","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
105,"2024-08-05 10:15:00","17.92","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
106,"2024-08-05 10:30:00","17.93","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
107,"2024-08-05 10:45:00","17.93","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
108,"2024-08-05 11:00:00","18.0","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
109,"2024-08-05 11:15:00","18.07","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
110,"2024-08-05 11:30:00","18.03","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
111,"2024-08-05 11:45:00","18.11","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
112,"2024-08-05 12:00:00","18.12","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
113,"2024-08-05 12:15:00","18.17","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
114,"2024-08-05 12:30:00","18.19","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
115,"2024-08-05 12:45:00","18.25","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
116,"2024-08-05 13:00:00","18.25","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
117,"2024-08-05 13:15:00","18.28","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
118,"2024-08-05 13:30:00","18.29","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
119,"2024-08-05 13:45:00","18.28","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
120,"2024-08-05 14:00:00","18.28","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
121,"2024-08-05 14:15:00","18.35","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
122,"2024-08-05 14:30:00","18.3","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
123,"2024-08-05 14:45:00","18.33","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
124,"2024-08-05 15:00:00","18.34","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
125,"2024-08-05 15:15:00","18.35","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
126,"2024-08-05 15:30:00","18.34","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
127,"2024-08-05 15:45:00","18.38","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
128,"2024-08-05 16:00:00","18.37","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
129,"2024-08-05 16:15:00","18.35","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
130,"2024-08-05 16:30:00","18.39","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
131,"2024-08-05 16:45:00","18.38","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
132,"2024-08-05 17:00:00","18.41","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
133,"2024-08-05 17:15:00","18.4","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
134,"2024-08-05 17:30:00","18.41","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
135,"2024-08-05 17:45:00","18.39","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
136,"2024-08-05 18:00:00","18.4","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
137,"2024-08-05 18:15:00","18.39","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
138,"2024-08-05 18:30:00","18.39","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
139,"2024-08-05 18:45:00","18.33","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
140,"2024-08-05 19:00:00","18.29","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
141,"2024-08-05 19:15:00","18.29","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
142,"2024-08-05 19:30:00","18.28","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
143,"2024-08-05 19:45:00","18.2","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
144,"2024-08-05 20:00:00","18.21","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
145,"2024-08-05 20:15:00","18.15","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
146,"2024-08-05 20:30:00","18.12","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
147,"2024-08-05 20:45:00","18.14","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
148,"2024-08-05 21:00:00","18.07","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
149,"2024-08-05 21:15:00","18.04","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
150,"2024-08-05 21:30:00","18.02","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
151,"2024-08-05 21:45:00","17.98","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
152,"2024-08-05 22:00:00","17.99","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
153,"2024-08-05 22:15:00","17.95","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
154,"2024-08-05 22:30:00","17.92","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
155,"2024-08-05 22:45:00","17.9","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
156,"2024-08-05 23:00:00","17.87","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
157,"2024-08-05 23:15:00","17.85","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
158,"2024-08-05 23:30:00","17.85","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
159,"2024-08-05 23:45:00","17.78","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
160,"2024-08-06 00:00:00","17.77","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
161,"2024-08-06 00:15:00","17.78","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
162,"2024-08-06 00:30:00","17.78","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
163,"2024-08-06 00:45:00","17.73","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
164,"2024-08-06 01:00:00","17.71","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
165,"2024-08-06 01:15:00","17.7","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
166,"2024-08-06 01:30:00","17.69","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
167,"2024-08-06 01:45:00","17.64","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
168,"2024-08-06 02:00:00","17.67","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
169,"2024-08-06 02:15:00","17.6","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
170,"2024-08-06 02:30:00","17.6","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
171,"2024-08-06 02:45:00","17.56","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
172,"2024-08-06 03:00:00","17.59","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
173,"2024-08-06 03:15:00","17.53","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
174,"2024-08-06 03:30:00","17.56","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
175,"2024-08-06 03:45:00","17.53","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
176,"2024-08-06 04:00:00","17.57","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
177,"2024-08-06 04:15:00","17.49","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
178,"2024-08-06 04:30:00","17.49","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
179,"2024-08-06 04:45:00","17.44","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
180,"2024-08-06 05:00:00","17.44","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
181,"2024-08-06 05:15:00","17.43","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
182,"2024-08-06 05:30:00","17.45","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
183,"2024-08-06 05:45:00","17.43","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
184,"2024-08-06 06:00:00","17.44","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
185,"2024-08-06 06:15:00","17.44","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
186,"2024-08-06 06:30:00","17.43","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
187,"2024-08-06 06:45:00","17.42","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
188,"2024-08-06 07:00:00","17.42","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
189,"2024-08-06 07:15:00","17.46","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
190,"2024-08-06 07:30:00","17.49","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
191,"2024-08-06 07:45:00","17.48","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
192,"2024-08-06 08:00:00","17.51","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
193,"2024-08-06 08:15:00","17.53","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
194,"2024-08-06 08:30:00","17.6","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
195,"2024-08-06 08:45:00","17.64","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
196,"2024-08-06 09:00:00","17.64","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
197,"2024-08-06 09:15:00","17.7","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
198,"2024-08-06 09:30:00","17.79","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
199,"2024-08-06 09:45:00","17.84","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
200,"2024-08-06 10:00:00","17.89","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
201,"2024-08-06 10:15:00","17.93","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
202,"2024-08-06 10:30:00","18.0","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
203,"2024-08-06 10:45:00","18.07","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
204,"2024-08-06 11:00:00","18.14","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
205,"2024-08-06 11:15:00","18.21","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
206,"2024-08-06 11:30:00","18.26","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
207,"2024-08-06 11:45:00","18.34","SoilTemp","SoilTemp.DouglasFir_Mixed_5_edge_E@Ecosense_MixedPlot"
