---,TimeStamp,Value,Parameter,TimeseriesID
35,"2024-08-04 16:45:00","18.88389887","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
36,"2024-08-04 17:00:00","19.13913719","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
37,"2024-08-04 17:15:00","19.28045513","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
38,"2024-08-04 17:30:00","18.77007426","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
39,"2024-08-04 17:45:00","18.12638853","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
40,"2024-08-04 18:00:00","17.34016314","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
41,"2024-08-04 18:15:00","16.99182952","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
42,"2024-08-04 18:30:00","16.39386416","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
43,"2024-08-04 18:45:00","15.56488829","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
44,"2024-08-04 19:00:00","14.89959612","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
45,"2024-08-04 19:15:00","14.29198179","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
46,"2024-08-04 19:30:00","13.21797672","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
47,"2024-08-04 19:45:00","11.14511668","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
48,"2024-08-04 20:00:00","9.449243598","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
49,"2024-08-04 20:15:00","8.008384932","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
50,"2024-08-04 20:30:00","7.214879221","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
51,"2024-08-04 20:45:00","6.530800209","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
52,"2024-08-04 21:00:00","6.113668188","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
53,"2024-08-04 21:15:00","5.711250409","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
54,"2024-08-04 21:30:00","5.164437274","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
55,"2024-08-04 21:45:00","4.952951037","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
56,"2024-08-04 22:00:00","4.604757303","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
57,"2024-08-04 22:15:00","4.559839765","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
58,"2024-08-04 22:30:00","4.302343916","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
59,"2024-08-04 22:45:00","3.930455734","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
60,"2024-08-04 23:00:00","3.938744687","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
61,"2024-08-04 23:15:00","3.831600927","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
62,"2024-08-04 23:30:00","3.790905752","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
63,"2024-08-04 23:45:00","4.050061055","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
64,"2024-08-05 00:00:00","4.100469567","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
65,"2024-08-05 00:15:00","4.455089006","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
66,"2024-08-05 00:30:00","4.620542964","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
67,"2024-08-05 00:45:00","4.42894835","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
68,"2024-08-05 01:00:00","4.469739152","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
69,"2024-08-05 01:15:00","4.162015343","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
70,"2024-08-05 01:30:00","4.384377669","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
71,"2024-08-05 01:45:00","4.481315257","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
72,"2024-08-05 02:00:00","4.37426858","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
73,"2024-08-05 02:15:00","4.641165889","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
74,"2024-08-05 02:30:00","4.595896053","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
75,"2024-08-05 02:45:00","4.595896053","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
76,"2024-08-05 03:00:00","4.389653694","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
77,"2024-08-05 03:15:00","4.111638297","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
78,"2024-08-05 03:30:00","3.698267431","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
79,"2024-08-05 04:00:00","3.739941797","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
80,"2024-08-05 04:15:00","3.96562535","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
81,"2024-08-05 04:30:00","4.079538033","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
82,"2024-08-05 04:45:00","4.166840102","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
83,"2024-08-05 05:00:00","4.382709367","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
84,"2024-08-05 05:15:00","4.129179558","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
85,"2024-08-05 05:30:00","4.347979329","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
86,"2024-08-05 06:00:00","5.239094427","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
87,"2024-08-05 06:15:00","5.351752814","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
88,"2024-08-05 06:30:00","6.111614472","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
89,"2024-08-05 06:45:00","6.501399946","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
90,"2024-08-05 07:00:00","6.525228233","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
91,"2024-08-05 07:30:00","7.539419682","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
92,"2024-08-05 07:45:00","8.59078561","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
93,"2024-08-05 08:00:00","9.407512714","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
94,"2024-08-05 08:15:00","7.72890673","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
95,"2024-08-05 08:30:00","10.15666931","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
96,"2024-08-05 08:45:00","11.02223262","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
97,"2024-08-05 09:00:00","13.06455816","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
98,"2024-08-05 09:15:00","10.90480029","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
99,"2024-08-05 09:30:00","12.73762027","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
100,"2024-08-05 09:45:00","14.43215596","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
101,"2024-08-05 10:00:00","16.20510803","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
102,"2024-08-05 10:15:00","16.0110545","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
103,"2024-08-05 10:30:00","16.06475018","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
104,"2024-08-05 10:45:00","18.76173183","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
105,"2024-08-05 11:00:00","18.352609","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
106,"2024-08-05 11:15:00","19.79541151","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
107,"2024-08-05 11:30:00","20.49473434","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
108,"2024-08-05 11:45:00","20.15928985","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
109,"2024-08-05 12:00:00","20.43300247","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
110,"2024-08-05 12:15:00","20.89895265","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
111,"2024-08-05 12:30:00","20.8387017","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
112,"2024-08-05 12:45:00","21.03712068","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
113,"2024-08-05 13:00:00","21.03712068","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
114,"2024-08-05 13:15:00","21.23578805","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
115,"2024-08-05 13:30:00","21.5051544","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
116,"2024-08-05 13:45:00","21.2700426","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
117,"2024-08-05 14:00:00","21.5541135","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
118,"2024-08-05 14:15:00","21.69178655","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
119,"2024-08-05 14:30:00","21.831863","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
120,"2024-08-05 14:45:00","21.77904799","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
121,"2024-08-05 15:00:00","21.72776771","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
122,"2024-08-05 15:15:00","21.51086963","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
123,"2024-08-05 15:30:00","21.54685079","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
124,"2024-08-05 15:45:00","21.39862896","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
125,"2024-08-05 16:00:00","21.02877138","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
126,"2024-08-05 16:15:00","20.76526206","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
127,"2024-08-05 16:30:00","20.62130686","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
128,"2024-08-05 16:45:00","20.60633691","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
129,"2024-08-05 17:00:00","20.3361409","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
130,"2024-08-05 17:15:00","20.14343872","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
131,"2024-08-05 17:30:00","20.14602527","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
132,"2024-08-05 17:45:00","19.9739211","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
133,"2024-08-05 18:00:00","19.30547075","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
134,"2024-08-05 18:15:00","18.96019325","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
135,"2024-08-05 18:30:00","18.63772839","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
136,"2024-08-05 18:45:00","18.2673723","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
137,"2024-08-05 19:00:00","17.56782779","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
138,"2024-08-05 19:15:00","16.6790204","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
139,"2024-08-05 19:30:00","15.84714291","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
140,"2024-08-05 19:45:00","14.88258639","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
141,"2024-08-05 20:00:00","14.0940739","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
142,"2024-08-05 20:15:00","13.4453475","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
143,"2024-08-05 20:30:00","12.5263482","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
144,"2024-08-05 20:45:00","11.74177283","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
145,"2024-08-05 21:00:00","10.97765077","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
146,"2024-08-05 21:15:00","10.59604776","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
147,"2024-08-05 21:30:00","9.865016649","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
148,"2024-08-05 21:45:00","9.286714543","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
149,"2024-08-05 22:00:00","8.930200978","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
150,"2024-08-05 22:15:00","8.423783426","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
151,"2024-08-05 22:30:00","7.904939841","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
152,"2024-08-05 22:45:00","7.362111636","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
153,"2024-08-05 23:00:00","6.824002254","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
154,"2024-08-05 23:15:00","6.645323057","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
155,"2024-08-05 23:30:00","6.384655081","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
156,"2024-08-05 23:45:00","6.177529108","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
157,"2024-08-06 00:00:00","6.199160377","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
158,"2024-08-06 00:15:00","6.019668953","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
159,"2024-08-06 00:30:00","5.911221094","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
160,"2024-08-06 00:45:00","5.757241685","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
161,"2024-08-06 01:00:00","5.445453295","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
162,"2024-08-06 01:15:00","5.501643866","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
163,"2024-08-06 01:30:00","5.473061363","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
164,"2024-08-06 01:45:00","5.353101333","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
165,"2024-08-06 02:00:00","5.307473629","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
166,"2024-08-06 02:15:00","5.313157405","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
167,"2024-08-06 02:30:00","5.096812662","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
168,"2024-08-06 02:45:00","4.880715917","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
169,"2024-08-06 03:00:00","4.921506719","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
170,"2024-08-06 03:15:00","4.799846928","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
171,"2024-08-06 03:30:00","4.789676221","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
172,"2024-08-06 03:45:00","4.938585397","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
173,"2024-08-06 04:00:00","5.056590377","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
174,"2024-08-06 04:15:00","5.091128886","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
175,"2024-08-06 04:30:00","5.148951477","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
176,"2024-08-06 04:45:00","5.041677825","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
177,"2024-08-06 05:00:00","5.169842693","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
178,"2024-08-06 05:15:00","5.118050767","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
179,"2024-08-06 05:30:00","5.185602762","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
180,"2024-08-06 06:00:00","7.902146821","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
181,"2024-08-06 06:15:00","10.15181695","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
182,"2024-08-06 06:30:00","12.01492725","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
183,"2024-08-06 06:45:00","13.15538839","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
184,"2024-08-06 07:00:00","14.62559727","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
185,"2024-08-06 07:15:00","15.66778694","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
186,"2024-08-06 07:30:00","15.69047754","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
187,"2024-08-06 07:45:00","16.12831896","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
188,"2024-08-06 08:00:00","16.61478022","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
189,"2024-08-06 08:15:00","17.2516488","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
190,"2024-08-06 08:30:00","16.95494472","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
191,"2024-08-06 08:45:00","17.25952962","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
192,"2024-08-06 09:00:00","17.45935973","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
193,"2024-08-06 09:15:00","17.87176283","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
194,"2024-08-06 09:30:00","17.2589186","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
195,"2024-08-06 09:45:00","18.03116363","Sapflow","Sapflow.DouglasFir_Mixed_5_Total_SapFlow@Ecosense_MixedPlot"
